box_number,box_code,box_name,eligible_voters,valid_votes,invalid_votes,total_votes,male_voted,female_voted,candidate_1_votes,candidate_2_votes,candidate_3_votes,candidate_4_votes,candidate_5_votes,candidate_6_votes,candidate_7_votes,candidate_8_votes,verified
A01,A01.01.1,1 | Ha. Thuraakunu - 1,361,288,9,297,150,147,1,0,140,146,0,1,0,0,1
A01,A01.02.1,2 | Ha. Uligamu - 1,291,207,3,210,110,100,2,0,86,113,3,0,3,0,1
A01,A01.04.1,4 | Ha. Hoarafushi - 1,517,420,20,440,211,229,10,1,240,158,6,1,4,0,1
A01,A01.04.2,5 | Ha. Hoarafushi - 2,464,372,9,381,192,189,5,0,171,180,6,0,8,2,1
A01,A01.04.3,6 | Ha. Hoarafushi - 3,402,317,5,322,164,158,2,2,158,148,1,0,6,0,1
A02,A02.03.1,3 | Ha. Molhadhoo - 1,206,179,11,190,84,106,1,0,132,39,4,0,3,0,1
A02,A02.05.1,7 | Ha. Ihavandhoo - 1,664,581,12,593,261,332,14,0,273,273,1,1,15,4,1
A02,A02.05.2,8 | Ha. Ihavandhoo - 2,619,552,7,559,250,309,11,0,219,288,4,0,26,4,1
A02,A02.05.3,9 | Ha. Ihavandhoo - 3,534,462,11,473,217,256,4,2,241,182,0,0,32,1,0
A02,A02.10.1,18 | Ha. Maarandhoo - 1,466,394,3,397,190,207,3,0,195,159,2,0,5,30,1
A03,A03.11.1,19 | Ha. Thakandhoo - 1,263,223,3,226,113,113,2,0,88,83,0,0,50,0,1
A03,A03.12.1,20 | Ha. Utheemu - 1,487,425,2,427,193,234,12,1,191,213,2,0,6,0,1
A03,A03.13.1,21 | Ha. Muraidhoo - 1,385,340,5,345,148,197,0,0,153,159,0,1,27,0,1
A03,A03.14.1,22 | Ha. Baarah - 1,408,315,18,333,152,181,2,0,151,146,3,1,12,0,1
A03,A03.14.2,23 | Ha. Baarah - 2,412,346,2,348,147,201,4,1,169,152,1,1,11,7,1
A04,A04.08.1,13 | Ha. Dhidhdhoo - 1,437,368,3,371,175,196,4,0,165,160,6,2,31,0,1
A04,A04.08.2,14 | Ha. Dhidhdhoo - 2,498,422,5,427,178,249,7,0,151,230,11,0,22,1,1
A04,A04.08.3,15 |Ha. Dhidhdhoo - 3,610,480,18,498,208,290,3,0,191,192,10,1,83,0,1
A04,A04.08.4,16 | Ha. Dhidhdhoo - 4,590,474,20,494,234,260,11,0,185,209,4,3,58,4,1
A05,A05.06.1,10 |Ha. Kelaa - 1,419,291,26,317,144,173,5,1,113,154,6,0,12,0,1
A05,A05.06.2,11 | Ha. Kelaa - 2,325,238,5,243,125,118,6,1,100,123,4,0,3,1,1
A05,A05.07.1,12 | Ha. Vashafaru - 1,432,369,5,374,175,199,1,0,125,228,6,0,9,0,1
A05,A05.09.1,17 | Ha. Filladhoo - 1,443,357,6,363,177,186,1,0,153,190,2,1,10,0,1
AT.,AT.1.1,"492  | HA. Atoll, Male' - 1",853,731,4,735,347,388,7,0,277,375,34,8,28,2,1
AT.,AT.1.2,"493 | HA. Atoll, Male' - 2",822,686,11,697,376,321,42,0,257,346,3,5,26,7,1
AT.,AT.3.1,"495 | HA. Atoll, Male' - 4",426,374,2,376,178,198,12,0,121,181,4,3,51,2,1
AT.,AT.3.2,"496 | HA. Atoll, Male' - 5",587,499,4,503,264,239,19,0,153,286,4,0,29,8,1
AT.,AT.4.1,"497 | HA. Atoll, Male' - 6",631,536,8,544,300,244,26,1,166,282,4,6,46,5,1
AT.,AT.5.1,"498 | HA. Atoll, Male' - 7",700,577,6,583,304,279,31,1,206,288,4,13,34,0,1
AT.,AT.5.2,"499 | HA. Atoll, Male' - 8",439,347,1,348,166,182,5,0,89,208,7,10,27,1,1
B01,B01.01.1,24 | Hdh. Hanimaadhoo - 1,772,588,18,606,289,317,13,1,303,188,51,1,26,5,1
B01,B01.01.2,25 | Hdh. Hanimaadhoo - 2,576,454,29,483,235,248,17,1,231,160,29,5,4,7,1
B01,B01.02.1,26 | Hdh. Finey - 1,284,252,10,262,109,153,10,0,136,91,10,1,1,3,1
B01,B01.03.1,27 | Hdh. Naivaadhoo - 1,356,307,9,316,135,181,2,0,155,142,3,3,2,0,1
B01,B01.04.1,28 | Hdh. Hirimaradhoo - 1,292,225,3,228,100,128,0,0,85,119,12,4,5,0,1
B02,B02.05.1,29 | Hdh. Nolhivaranfaru - 1,512,360,16,376,147,229,5,2,157,164,11,4,2,15,1
B02,B02.05.2,30| Hdh. Nolhivaranfaru - 2,420,324,3,327,143,184,3,0,131,170,5,0,4,11,1
B02,B02.07.1,32 | Hdh. Nolhivaramu -1,689,446,17,463,198,265,21,0,113,284,7,6,12,3,1
B02,B02.07.2,33 | Hdh. Nolhivaramu - 2,758,503,10,513,201,312,16,1,167,248,10,14,43,4,1
B03,B03.06.1,31 | Hdh. Nellaidhoo - 1,729,545,57,602,279,323,21,1,274,193,15,1,34,6,1
B03,B03.08.1,34 | Hdh. Kurinbi  -1,431,349,4,353,154,199,16,0,163,167,0,0,3,0,1
B03,B03.12.1,46 | Hdh. Vaikaradhoo - 1,361,269,5,274,130,144,7,1,184,64,1,1,10,1,1
B03,B03.12.2,47 | Hdh. Vaikaradhoo - 2,222,137,13,150,73,77,2,0,91,40,2,0,2,0,1
B04,B04.09.1,35 | Hdh. Kulhudhuffushi - 1,775,514,16,530,251,279,55,4,182,217,12,5,34,5,1
B04,B04.09.2,36 | Hdh. Kulhudhuffushi - 2,876,637,9,646,285,361,75,0,189,320,3,11,35,4,1
B04,B04.09.3,37 | Hdh. Kulhudhuffushi - 3,650,444,6,450,206,244,50,0,134,220,1,9,29,1,1
B04,B04.09.4,38 | Hdh. Kulhudhuffushi - 4,713,496,13,509,228,281,54,1,192,207,6,4,32,0,1
B05,B05.09.1,39 | Hdh. Kulhudhuffushi - 5,1007,725,16,741,344,397,63,1,224,387,5,6,37,2,1
B05,B05.09.2,40 | Hdh. Kulhudhuffushi - 6,239,204,2,206,84,122,13,0,91,91,1,0,8,0,0
B05,B05.09.3,41 | Hdh. Kulhudhuffushi - 7,420,275,6,281,117,164,28,0,93,128,8,7,10,1,0
B05,B05.09.4,42 | Hdh. Kulhudhuffushi - 8,576,373,3,376,163,213,49,0,118,179,2,1,23,1,0
B05,B05.09.5,43 | Hdh. Kulhudhuffushi - 9,884,630,8,638,271,367,53,1,220,295,16,8,37,0,0
B06,B06.10.1,44 | Hdh. Kumundhoo - 1,842,570,37,607,257,350,13,1,259,239,4,1,52,1,0
B06,B06.11.1,45 | Hdh. Neykurendhoo - 1,537,348,33,381,176,205,13,2,187,116,6,0,24,0,0
B06,B06.13.1,48 | Hdh. Makunudhoo - 1,470,359,27,386,188,198,2,2,152,163,2,5,12,21,0
B06,B06.13.2,49 | Hdh. Makunudhoo - 2,408,317,9,326,164,162,1,1,129,134,3,1,27,21,0
BT.,BT.1.1,"500 | HDH. Atoll, Male' - 1",428,335,1,336,183,153,21,0,127,153,6,10,17,1,1
BT.,BT.2.1,"501 | HDH. Atoll, Male' - 2",536,394,5,399,206,193,26,0,108,223,6,11,20,0,1
BT.,BT.3.1,"502 | HDH. Atoll, Male' - 3",602,476,5,481,279,202,30,0,214,174,9,11,38,0,1
BT.,BT.4.1,"503 | HDH. Atoll, Male' - 4",617,433,3,436,235,201,40,0,155,189,7,16,23,3,1
BT.,BT.6.1,"504 | HDH. Atoll, Male' - 5",704,557,8,565,320,245,23,0,179,307,4,16,17,11,1
C01,C01.01.1,50 | Sh. Kanditheemu - 1,782,624,5,629,283,346,6,1,278,307,15,1,16,0,1
C01,C01.02.1,51 | Sh. Noomara - 1,298,209,10,219,112,107,5,1,159,32,8,1,3,0,1
C01,C01.03.1,52 | Sh. Goidhoo - 1,385,321,9,330,146,184,2,0,199,107,11,0,2,0,1
C01,C01.04.1,53 | Sh. Feydhoo - 1,667,450,24,474,208,266,7,2,222,180,5,2,32,0,1
C01,C01.06.1,55 | Sh. Bilehfahi - 1,373,311,7,318,153,165,1,0,94,178,0,0,38,0,1
C02,C02.05.1,54 | Sh. Feevah - 1,479,347,35,382,180,202,22,3,121,183,10,2,2,4,1
C02,C02.08.1,58 | Sh. Narudhoo - 1,372,319,17,336,153,183,11,1,166,126,3,0,12,0,1
C02,C02.14.1,66 | Sh. Milandhoo - 1,607,529,16,545,253,292,6,6,263,244,4,1,5,0,1
C02,C02.14.2,67 | Sh. Milandhoo - 2,818,724,11,735,328,407,9,0,412,293,3,0,7,0,1
C03,C03.07.1,56 | Sh. Foakaidhoo - 1,498,432,7,439,201,238,1,2,216,197,2,0,7,7,1
C03,C03.07.2,57 | Sh. Foakaidhoo - 2,476,423,2,425,185,240,10,0,204,185,2,1,6,15,1
C03,C03.09.1,59 | Sh. Maroshi - 1,386,322,4,326,160,166,9,0,162,117,11,1,22,0,1
C03,C03.11.1,61 | Sh. Komandoo - 1,404,362,9,371,181,190,1,2,182,157,6,1,4,9,1
C03,C03.11.2,62 | Sh. Komandoo - 2,342,296,13,309,149,160,2,2,161,101,12,1,8,9,1
C04,C04.10.1,60 | Sh. Lhaimagu - 1,421,309,19,328,149,179,14,0,180,95,4,2,13,1,1
C04,C04.12.1,63 | Sh. Maaungoodhoo - 1,643,525,25,550,273,277,9,0,262,235,1,0,18,0,1
C04,C04.13.1,64 | Sh. Funadhoo - 1,763,585,7,592,258,334,19,0,194,345,11,4,12,0,1
C04,C04.13.2,65 | Sh. Funadhoo - 2,774,588,9,597,261,336,30,2,169,357,12,1,16,1,1
CT.,CT.1.1,"505 | SH. Atoll, Male' - 1",672,524,7,531,300,231,14,1,181,295,4,12,17,0,1
CT.,CT.2.1,"506 | SH. Atoll, Male' - 2",591,464,3,467,280,187,42,0,153,249,7,3,9,1,1
CT.,CT.3.1,"507 | SH. Atoll, Male' - 3",849,686,20,706,406,300,28,0,283,335,6,3,24,7,1
CT.,CT.4.1,"508 | SH. Atoll, Male' - 4",473,393,2,395,229,166,24,3,138,194,11,8,11,4,1
D01,D01.01.1,68 | N. Henbadhoo - 1,465,370,15,385,177,208,13,1,185,135,33,0,2,1,1
D01,D01.02.1,69 | N. Kendhikulhudhoo - 1,565,441,8,449,213,236,12,0,208,213,1,1,4,2,1
D01,D01.02.2,70 | N. Kendhikulhdhoo - 2,563,486,6,492,236,256,20,1,234,202,4,1,24,0,1
D01,D01.03.1,71 | N. Maalhendhoo - 1,544,473,5,478,239,239,15,0,229,218,5,0,5,1,1
D01,D01.04.1,72 | N. Kudafari - 1,424,344,10,354,203,151,16,0,198,90,1,1,35,3,1
D02,D02.05.1,73 | N. Landhoo - 1,550,461,17,478,216,262,8,0,217,193,14,1,28,0,1
D02,D02.06.1,74 | N. Maafaru - 1,655,510,6,516,244,272,10,0,193,218,7,1,81,0,1
D02,D02.10.1,78 | N. Manadhoo - 1,394,302,10,312,171,141,4,1,141,127,3,0,25,1,1
D02,D02.10.2,79 | N. Manadhoo - 2,675,471,59,530,248,282,13,0,208,213,4,3,29,1,1
D03,D03.07.1,75 | N. Lhohi - 1,509,387,28,415,208,207,1,0,145,179,1,0,61,0,1
D03,D03.12.1,82 | N. Fodhdhoo - 1,233,199,1,200,97,103,1,0,110,81,1,4,2,0,1
D03,D03.13.1,83 | N. Velidhoo - 1,424,342,5,347,176,171,1,0,148,154,7,0,32,0,1
D03,D03.13.2,84 | N. Velidhoo - 2,474,377,14,391,206,185,1,1,159,183,5,1,26,1,1
D03,D03.13.3,85 | N. Velidhoo - 3,438,359,9,368,181,187,2,0,146,175,6,1,28,1,1
D04,D04.08.1,76 |N. Miladhoo - 1,727,636,8,644,311,333,16,2,347,243,0,1,25,2,1
D04,D04.09.1,77 | N. Magoodhoo - 1,239,210,0,210,110,100,1,0,119,87,0,0,3,0,1
D04,D04.11.1,80 | N. Holhudhoo - 1,575,459,11,470,229,241,5,0,198,238,9,1,8,0,1
D04,D04.11.2,81 | N. Holhudhoo - 2,556,416,20,436,210,226,8,0,134,248,11,3,12,0,1
DT.,DT.1.1,"509 | N. Atoll, Male' - 1",394,296,5,301,149,152,16,0,119,135,5,5,16,0,1
DT.,DT.1.2,"611 | N. Atoll, Male, - 4",644,542,3,545,263,282,26,0,206,260,6,8,33,3,1
DT.,DT.2.1,"510 | N. Atoll, Male' - 2",625,482,11,493,226,267,18,0,172,235,14,9,31,3,1
DT.,DT.3.1,"511 | N. Atoll, Male' - 3",702,595,5,600,285,315,13,0,233,269,11,10,56,3,1
E01,E01.01.1,86 | R. Alifushi - 1,446,357,13,370,176,194,8,0,176,155,2,0,16,0,1
E01,E01.01.2,87 | R. Alifushi - 2,277,193,23,216,104,112,2,0,93,89,4,1,4,0,1
E01,E01.01.3,88 | R. Alifushi - 3,481,372,8,380,170,210,6,1,134,211,5,4,11,0,1
E01,E01.02.1,89 | R. Vaadhoo - 1,335,281,5,286,142,144,2,0,150,119,6,1,3,0,1
E01,E01.03.1,90 | R. Rasgetheemu - 1,408,311,9,320,155,165,5,0,158,115,4,0,23,6,1
E01,E01.04.1,91 | R. Angolhitheemu - 1,275,217,13,230,113,117,20,0,82,80,10,0,16,9,1
E02,E02.05.1,92 | R. Hulhudhuffaaru - 1,469,345,7,352,179,173,12,2,130,159,10,2,30,0,1
E02,E02.05.2,93 | R. Hulhudhuffaaru - 2,404,263,22,285,130,155,9,0,101,121,7,0,23,2,1
E02,E02.06.1,94 | R. Ungoofaaru - 1,576,463,18,481,251,230,17,0,130,288,9,0,18,1,1
E02,E02.06.2,95 | R. Ungoofaaru - 2,529,384,31,415,218,197,9,1,143,165,25,0,41,0,1
E02,E02.08.1,100 | R. Maakurath - 1,687,493,11,504,260,244,8,1,191,258,6,3,26,0,1
E03,E03.07.1,96 | R. Dhuvaafaru - 1,595,415,36,451,215,236,4,0,139,243,0,2,26,1,1
E03,E03.07.2,97 | R. Dhuvaafaru - 2,608,433,23,456,241,215,3,1,187,209,2,0,28,3,1
E03,E03.07.3,98 | R. Dhuvaafaru - 3,630,424,46,470,243,227,7,0,171,218,2,0,23,3,1
E03,E03.07.4,99 | R. Dhuvaafaru - 4,660,472,14,486,260,226,14,1,179,252,4,0,17,5,1
E04,E04.09.1,101 | R. Rasmaadhoo - 1,427,363,16,379,185,194,7,0,150,168,3,0,4,31,1
E04,E04.10.1,102 | R. Innamaadhoo - 1,462,382,27,409,218,191,4,0,162,213,0,1,2,0,1
E04,E04.12.1,105 | R. Inguraidhoo - 1,413,272,37,309,138,171,15,1,102,139,1,1,10,3,1
E04,E04.12.2,106 | R. Inguraidhoo - 2,668,503,17,520,247,273,18,1,165,306,1,0,10,2,1
E04,E04.14.1,109 | R. Fainu - 1,273,251,0,251,122,129,5,0,86,132,1,0,27,0,1
E04,E04.15.1,110 | R. Kinolhas - 1,318,272,15,287,136,151,3,0,220,46,1,0,2,0,1
E05,E05.11.1,103 | R. Maduvvari - 1,728,519,13,532,286,246,14,2,205,260,0,1,26,11,1
E05,E05.11.2,104 | R. Maduvvari  - 2,641,422,43,465,245,220,4,2,199,192,0,0,21,4,1
E05,E05.13.1,107 | R. Meedhoo - 1,757,599,6,605,314,291,14,2,185,385,4,0,9,0,1
E05,E05.13.2,108 | R. Meedhoo - 2,588,475,3,478,255,223,13,0,119,322,4,1,15,1,1
ET.,ET.1.1,"512 | R. Atoll, Male' - 1",665,558,2,560,288,272,18,1,243,270,8,6,10,2,1
ET.,ET.1.2,"513 | R. Atoll, Male' - 2",427,345,2,347,165,182,21,0,114,165,21,5,18,1,1
ET.,ET.2.2,"514 | R. Atoll, Male' - 3",552,385,7,392,213,179,27,0,105,226,7,1,19,0,1
ET.,ET.3.1,"515 | R. Atoll, Male' - 4",682,522,8,530,255,275,15,0,149,314,2,6,33,3,1
ET.,ET.4.1,"516 | R. Atoll, Male' - 5",731,616,5,621,380,241,35,0,252,279,8,6,30,6,1
ET.,ET.5.1,"517 | R. Atoll, Male' - 6",520,402,9,411,205,206,14,0,165,195,2,6,18,2,1
F01,F01.09.1,121 | B. Thulhaadhoo - 1,352,265,3,268,135,133,3,0,52,156,21,3,30,0,1
F01,F01.09.2,122 | B. Thulhaadhoo - 2,435,348,4,352,183,169,3,1,133,68,42,1,100,0,1
F01,F01.09.3,123 | B. Thulhaadhoo - 3,589,461,9,470,241,229,4,1,155,168,34,3,96,0,1
F01,F01.11.1,125 | B. Fulhadhoo - 1,205,182,2,184,107,77,1,0,99,68,2,0,12,0,1
F01,F01.12.1,126 | B. Fehendhoo - 1,168,143,5,148,85,63,1,0,71,51,2,1,17,0,1
F01,F01.13.1,127 | B. Goidhoo - 1,448,349,2,351,180,171,8,0,175,115,7,0,37,7,1
F02,F02.07.1,117 | B. Maalhos - 1,408,336,5,341,163,178,4,0,123,130,3,0,65,11,1
F02,F02.08.1,118 | B. Eydhafushi - 1,556,450,12,462,223,239,12,0,117,281,9,5,26,0,1
F02,F02.08.2,119 | B. eydhafushi -2,604,476,11,487,239,248,6,0,169,271,4,4,22,0,1
F02,F02.08.3,120 | B. Eydhafushi - 3,651,551,14,565,285,280,5,3,187,322,3,1,29,1,1
F02,F02.10.1,124 | B. Hithaadhoo - 1,562,431,8,439,210,229,20,2,177,165,14,0,53,0,1
F03,F03.01.1,111 | B. Kudarikilu - 1,337,294,3,297,149,148,3,0,91,136,5,0,59,0,1
F03,F03.02.1,112 | B. Kamadhoo - 1,305,242,20,262,145,117,2,0,132,97,1,2,7,1,1
F03,F03.03.1,113 | B. Kendhoo - 1,690,548,15,563,305,258,13,1,316,193,13,3,4,5,1
F03,F03.04.1,114 | B. Kihaadhoo - 1,353,295,5,300,159,141,14,0,139,94,10,0,34,4,1
F03,F03.05.1,115 | B. Dhonfanu - 1,335,258,10,268,137,131,6,0,162,67,12,1,9,1,1
F03,F03.06.1,116 | B. Dharavandhoo - 1,599,483,10,493,262,231,7,1,213,179,25,6,40,12,1
FT.,FT.1.1,"518 | B. Atoll, Male' - 1",601,493,4,497,273,224,27,2,174,239,10,9,29,3,1
FT.,FT.2.1,"519 | B. Atoll, Male' - 2",602,510,4,514,261,253,6,1,143,305,5,9,37,4,1
FT.,FT.3.1,"520 | B. Atoll, Male' - 3",711,599,7,606,283,323,33,1,215,275,21,12,38,4,1
FT.,FT.4.1,"615 | B. Atoll, Male' - 4",717,601,7,608,305,303,16,3,193,245,32,20,89,3,1
G01,G01.01.1,128 | Lh. Hinnavaru - 1,408,316,3,319,153,166,2,0,181,131,1,0,1,0,1
G01,G01.01.2,129 | Lh. Hinnavaru - 2,469,388,5,393,210,183,2,0,206,171,3,0,6,0,1
G01,G01.01.3,130 | Lh. Hinnavaru - 3,384,286,9,295,153,142,2,0,198,76,5,0,5,0,1
G01,G01.01.4,131 | Lh. Hinnavaru - 4,473,370,7,377,200,177,5,0,233,129,0,0,3,0,1
G01,G01.01.5,132 | Lh. Hinnavaru - 5,462,350,7,357,178,179,3,0,212,130,2,1,0,2,1
G02,G02.02.1,133 | Lh. Naifaru - 1,638,489,3,492,258,234,11,0,133,279,4,4,52,6,1
G02,G02.02.2,134 | Lh. Naifaru - 2,649,456,15,471,248,223,16,0,128,257,10,5,39,1,1
G02,G02.02.3,135 | Lh. Naifaru - 3,782,539,12,551,274,277,18,3,159,284,6,7,59,3,1
G02,G02.02.4,136 | Lh. Naifaru - 4,573,457,5,462,248,214,21,1,126,275,4,2,27,1,1
G02,G02.02.5,137 | Lh. Naifaru - 5,659,453,8,461,223,238,12,4,129,259,3,3,37,6,1
G03,G03.03.1,138 | Lh. Kurendhoo - 1,413,325,9,334,153,181,2,0,167,142,1,0,13,0,1
G03,G03.03.2,139 | Lh. Kurendhoo - 2,494,405,4,409,189,220,5,0,255,123,2,1,18,1,1
G03,G03.04.1,140 | Lh. Olhuvelifushi - 1,505,443,5,448,233,215,8,0,256,176,0,0,2,1,1
GT.,GT.1.1,"521 | LH. Atoll, Male' - 1",514,445,4,449,220,229,8,0,263,150,7,3,8,6,1
GT.,GT.1.2,"522 | LH. Atoll, Male' - 2",541,442,5,447,209,238,6,1,244,158,12,2,10,9,1
GT.,GT.2.1,"523 | LH. Atoll, Male' - 3",638,495,3,498,234,264,27,3,186,208,8,19,42,2,1
GT.,GT.3.1,"524 | LH. Atoll, Male' - 4",493,420,1,421,213,208,7,0,210,167,2,10,19,5,1
H01,H01.01.1,141 | K. Kaashidhoo - 1,749,586,9,595,273,322,11,1,279,272,2,6,12,3,1
H01,H01.01.2,142 | K. Kaashidhoo - 2,632,471,12,483,233,250,17,0,171,249,3,4,11,16,1
H01,H01.02.1,143 | K. Gaafaru - 1,429,397,3,400,195,205,6,1,173,205,1,0,11,0,1
H01,H01.02.2,144 | K. Gaafaru - 2,388,335,12,347,186,161,4,0,144,176,2,0,9,0,1
H02,H02.03.1,145 | K. Dhiffushi - 1,758,598,12,610,293,317,15,0,214,305,5,1,55,3,1
H02,H02.03.2,146 | K. Dhiffushi - 2,217,177,3,180,156,24,7,0,77,71,3,0,16,3,1
H02,H02.04.1,147 | K.Thulusdhoo - 1,390,329,4,333,165,168,3,1,88,223,0,3,9,2,1
H02,H02.04.2,148 | K.Thulusdhoo - 2,429,320,3,323,162,161,11,0,86,200,3,4,16,0,1
H02,H02.05.1,149 | K.Hura - 1,707,566,6,572,277,295,31,2,148,345,3,4,26,7,1
H02,H02.05.2,150 |  K.Hura - 2,194,161,0,161,134,27,7,0,66,69,1,2,15,1,1
H02,H02.06.1,151 | K. Hinmafushi - 1,707,605,4,609,322,287,17,0,235,346,2,0,4,1,1
H02,H02.06.2,152 | K. Hinmafushi - 2,120,93,9,102,73,29,8,0,25,56,1,2,1,0,1
H03,H03.07.1,153 | K. Gulhi - 1,609,538,3,541,289,252,12,0,236,267,4,3,12,4,1
H03,H03.08.1,154 | K. Maafushi - 1,537,396,24,420,200,220,8,0,190,171,3,1,23,0,1
H03,H03.08.2,155 | K. Maafushi - 2,537,430,5,435,216,219,11,1,185,218,0,2,12,1,1
H03,H03.08.3,156 | K. Maafushi-3,123,108,1,109,60,49,2,0,42,56,4,0,4,0,1
H03,H03.09.1,157 | K. Guraidhoo - 1,576,462,3,465,268,197,6,0,178,244,5,0,25,4,1
H03,H03.09.2,158 | K. Guraidhoo - 2,692,552,8,560,299,261,9,1,230,296,2,1,12,1,1
